pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
03-03-2019 21:28,03-03-2019 21:57,2,18.47,52,0,0,52.8,yellow,cash,JFK Airport,Long Island City/Hunters Point,Queens,Queens
13-03-2019 23:44,13-03-2019 23:56,2,6.15,18.5,0,0,19.8,yellow,cash,JFK Airport,Howard Beach,Queens,Queens
05-03-2019 19:07,05-03-2019 19:17,6,1.21,8,2.46,0,14.76,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
27-03-2019 07:31,27-03-2019 07:34,1,0.5,4.5,1,0,8.8,yellow,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
04-03-2019 19:55,04-03-2019 20:12,1,2.17,12,1,0,17.3,yellow,credit card,Lincoln Square East,UN/Turtle Bay South,Manhattan,Manhattan
22-03-2019 07:57,22-03-2019 08:02,1,0.51,5,0,0,8.3,yellow,cash,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
12-03-2019 14:40,12-03-2019 14:57,1,1.25,12,3.82,0,19.12,yellow,credit card,Union Sq,East Chelsea,Manhattan,Manhattan
03-03-2019 00:34,03-03-2019 00:47,1,2.1,10.5,2.85,0,17.15,yellow,credit card,UN/Turtle Bay South,East Village,Manhattan,Manhattan
27-03-2019 18:14,27-03-2019 18:18,1,0.59,4.5,0,0,8.8,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan
22-03-2019 01:01,22-03-2019 01:06,1,1.12,6,1.96,0,11.76,yellow,credit card,Midtown Center,Midtown East,Manhattan,Manhattan
22-03-2019 23:19,22-03-2019 23:28,1,1.36,8,2.36,0,14.16,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
29-03-2019 19:43,29-03-2019 19:52,1,3.7,12,0,0,13.8,yellow,,JFK Airport,Baisley Park,Queens,Queens
10-03-2019 16:00,10-03-2019 16:05,1,0.56,4.5,1.56,0,9.36,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
23-03-2019 22:49,23-03-2019 23:03,1,3.5,12.5,3.25,0,19.55,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
17-03-2019 18:36,17-03-2019 19:22,1,12.5,41,8.35,0,50.15,yellow,credit card,JFK Airport,Bedford,Queens,Brooklyn
08-03-2019 20:08,08-03-2019 20:12,2,0.45,4.5,0,0,5.8,yellow,cash,Central Harlem,Central Harlem,Manhattan,Manhattan
08-03-2019 10:08,08-03-2019 10:16,1,0.7,6.5,1.95,0,11.75,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
07-03-2019 16:44,07-03-2019 17:01,1,1.4,11.5,1.2,0,17,yellow,credit card,Midtown Center,Clinton West,Manhattan,Manhattan
23-03-2019 23:19,23-03-2019 23:44,3,5.8,21.5,5.05,0,30.35,yellow,credit card,Upper West Side South,Battery Park City,Manhattan,Manhattan
12-03-2019 14:20,12-03-2019 14:30,1,1.6,9,2.45,0,14.75,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
13-03-2019 20:15,13-03-2019 20:33,5,1.7,11.5,0,0,15.3,yellow,cash,Clinton East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
16-03-2019 08:29,16-03-2019 08:48,5,7.89,24,5,0,29.8,yellow,credit card,LaGuardia Airport,South Williamsburg,Queens,Brooklyn
29-03-2019 21:12,29-03-2019 21:20,2,1.46,8,2.36,0,14.16,yellow,credit card,Yorkville West,Midtown Center,Manhattan,Manhattan
24-03-2019 11:08,24-03-2019 11:22,2,1.7,10,0,0,13.3,yellow,cash,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
03-03-2019 12:04,03-03-2019 12:15,1,4.69,15,3.66,0,21.96,yellow,credit card,Yorkville East,Two Bridges/Seward Park,Manhattan,Manhattan
27-03-2019 21:55,27-03-2019 22:05,1,1.7,9,3.2,0,16,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
11-03-2019 23:13,11-03-2019 23:16,1,0.29,3.5,0,0,7.3,yellow,cash,Gramercy,Kips Bay,Manhattan,Manhattan
15-03-2019 08:06,15-03-2019 08:21,5,2.3,11.5,2.96,0,17.76,yellow,credit card,Yorkville East,Upper West Side South,Manhattan,Manhattan
15-03-2019 21:28,15-03-2019 21:38,5,0.8,7,0,0,10.8,yellow,cash,Flatiron,Gramercy,Manhattan,Manhattan
12-03-2019 11:36,12-03-2019 11:57,1,1.5,13.5,3.36,0,20.16,yellow,credit card,Yorkville West,Upper East Side South,Manhattan,Manhattan
04-03-2019 19:47,04-03-2019 19:54,1,1.82,8,0,0,12.3,yellow,cash,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
15-03-2019 09:30,15-03-2019 09:55,1,5.3,22,6.3,0,31.6,yellow,credit card,Murray Hill,Financial District North,Manhattan,Manhattan
01-03-2019 06:42,01-03-2019 06:47,1,0.7,5.5,1.75,0,10.55,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
28-03-2019 22:48,28-03-2019 22:57,6,0.97,7,2.16,0,12.96,yellow,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
02-03-2019 15:20,02-03-2019 15:24,2,0.55,4.5,1.56,0,11.31,yellow,credit card,East Village,Greenwich Village South,Manhattan,Manhattan
19-03-2019 17:58,19-03-2019 18:30,1,13.88,40.5,0,0,42.3,yellow,credit card,JFK Airport,Jackson Heights,Queens,Queens
31-03-2019 03:33,31-03-2019 03:39,2,0.6,5,0,0,8.8,yellow,cash,East Village,Two Bridges/Seward Park,Manhattan,Manhattan
31-03-2019 15:50,31-03-2019 16:12,2,3.15,15.5,0,0,18.8,yellow,cash,Midtown South,Two Bridges/Seward Park,Manhattan,Manhattan
16-03-2019 18:30,16-03-2019 18:32,1,0.3,3.5,1.35,0,8.15,yellow,credit card,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
16-03-2019 19:14,16-03-2019 19:36,2,3.98,17.5,0,0,20.8,yellow,cash,West Village,Lincoln Square East,Manhattan,Manhattan
25-03-2019 09:31,25-03-2019 09:45,1,2.5,11.5,2.96,0,17.76,yellow,credit card,Yorkville East,UN/Turtle Bay South,Manhattan,Manhattan
24-03-2019 23:05,24-03-2019 23:20,1,4.31,15,0,0,18.8,yellow,cash,Union Sq,Upper West Side North,Manhattan,Manhattan
18-03-2019 11:22,18-03-2019 11:34,1,1.46,9,2,0,14.3,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan
03-03-2019 20:09,03-03-2019 20:16,1,1.52,6.5,2.06,0,12.36,yellow,credit card,Little Italy/NoLiTa,Financial District North,Manhattan,Manhattan
01-03-2019 23:34,01-03-2019 23:39,2,1.26,6,0,0,9.8,yellow,cash,Garment District,Central Park,Manhattan,Manhattan
16-03-2019 22:54,16-03-2019 23:16,1,4.11,15.5,0,0,19.3,yellow,cash,Lower East Side,Lenox Hill West,Manhattan,Manhattan
30-03-2019 11:00,30-03-2019 11:10,6,2.89,11,5,0,19.3,yellow,credit card,Long Island City/Queens Plaza,UN/Turtle Bay South,Queens,Manhattan
09-03-2019 21:51,09-03-2019 21:57,1,1.9,8.5,0,0,12.3,yellow,credit card,Financial District North,Hudson Sq,Manhattan,Manhattan
29-03-2019 16:48,29-03-2019 16:56,2,1.89,52,0,5.76,65.56,yellow,cash,Long Island City/Hunters Point,Murray Hill,Queens,Manhattan
08-03-2019 09:12,08-03-2019 09:39,1,1.6,17,4.06,0,24.36,yellow,credit card,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
02-03-2019 10:48,02-03-2019 10:57,1,2.19,9,3.08,0,15.38,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan
17-03-2019 01:20,17-03-2019 01:32,1,2.49,11,2.96,0,17.76,yellow,credit card,Lower East Side,East Williamsburg,Manhattan,Brooklyn
01-03-2019 04:30,01-03-2019 04:36,1,2.11,7.5,2.26,0,13.56,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville West,Manhattan,Manhattan
11-03-2019 22:00,11-03-2019 22:17,3,3.11,14,3.56,0,21.36,yellow,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan
14-03-2019 16:08,14-03-2019 16:11,1,0.44,4,0,0,8.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
15-03-2019 08:39,15-03-2019 09:00,1,3.4,15.5,3.25,0,19.55,yellow,credit card,LaGuardia Airport,Steinway,Queens,Queens
01-03-2019 15:52,01-03-2019 15:59,1,0.99,6,1.86,0,11.16,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
06-03-2019 07:47,06-03-2019 07:59,1,1.39,9.5,2.56,0,15.36,yellow,credit card,UN/Turtle Bay South,Garment District,Manhattan,Manhattan
13-03-2019 16:58,13-03-2019 18:04,5,19.25,52,13.11,5.76,78.67,yellow,credit card,Lenox Hill East,JFK Airport,Manhattan,Queens
22-03-2019 08:46,22-03-2019 08:56,5,1.9,9,1,0,13.3,yellow,credit card,Lincoln Square West,Manhattan Valley,Manhattan,Manhattan
12-03-2019 23:18,12-03-2019 23:24,1,1.19,6,1.96,0,11.76,yellow,credit card,East Village,West Village,Manhattan,Manhattan
28-03-2019 06:58,28-03-2019 07:18,1,6.32,20.5,4.26,0,25.56,yellow,credit card,Manhattan Valley,,Manhattan,
19-03-2019 18:17,19-03-2019 18:30,1,0.99,9,2.66,0,15.96,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
25-03-2019 16:32,25-03-2019 16:41,1,1.1,7.5,2.95,0,14.75,yellow,credit card,Garment District,Midtown South,Manhattan,Manhattan
19-03-2019 13:49,19-03-2019 13:50,1,0.3,3,1.25,0,7.55,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
06-03-2019 19:51,06-03-2019 20:30,1,22.47,59.5,0,5.76,67.06,yellow,cash,JFK Airport,Woodlawn/Wakefield,Queens,Bronx
27-03-2019 23:10,27-03-2019 23:20,1,2.56,10,4.14,0,17.94,yellow,credit card,Lower East Side,UN/Turtle Bay South,Manhattan,Manhattan
19-03-2019 21:20,19-03-2019 21:47,1,5.3,20.5,3,0,27.3,yellow,credit card,Midtown Center,Brooklyn Heights,Manhattan,Brooklyn
21-03-2019 14:20,21-03-2019 14:55,1,8.8,28.5,7.5,5.76,45.06,yellow,credit card,UN/Turtle Bay South,LaGuardia Airport,Manhattan,Queens
15-03-2019 17:30,15-03-2019 17:39,1,0.87,7.5,2.36,0,14.16,yellow,credit card,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan
03-03-2019 02:51,03-03-2019 03:08,1,4.65,17,4.16,0,24.96,yellow,credit card,Williamsburg (North Side),Lenox Hill West,Brooklyn,Manhattan
22-03-2019 19:39,22-03-2019 19:57,1,1.91,12,3.26,0,19.56,yellow,credit card,Midtown East,Clinton West,Manhattan,Manhattan
24-03-2019 18:34,24-03-2019 18:37,1,0.55,4,1.46,0,8.76,yellow,credit card,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
06-03-2019 06:17,06-03-2019 06:22,1,1,5.5,1.75,0,10.55,yellow,credit card,East Chelsea,Garment District,Manhattan,Manhattan
09-03-2019 20:45,09-03-2019 20:52,6,1.15,6.5,2.06,0,12.36,yellow,credit card,Kips Bay,East Village,Manhattan,Manhattan
22-03-2019 11:15,22-03-2019 11:30,1,1.8,10.5,2.76,0,16.56,yellow,credit card,Midtown Center,Upper West Side South,Manhattan,Manhattan
06-03-2019 09:07,06-03-2019 09:23,2,1.31,10.5,2.76,0,16.56,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
12-03-2019 20:12,12-03-2019 20:17,5,0.89,5.5,1.4,0,10.7,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan
02-03-2019 13:56,02-03-2019 14:19,1,2.8,15,0,0,18.3,yellow,credit card,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan
18-03-2019 20:39,18-03-2019 20:44,1,0.8,5.5,0,0,9.3,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan
10-03-2019 11:53,10-03-2019 12:01,1,1.1,7,2.05,0,12.35,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
11-03-2019 10:39,11-03-2019 10:52,1,0.74,9,2.46,0,14.76,yellow,credit card,East Chelsea,Times Sq/Theatre District,Manhattan,Manhattan
24-03-2019 18:06,24-03-2019 18:21,2,7.8,22,5.05,0,30.35,yellow,credit card,Yorkville East,Battery Park City,Manhattan,Manhattan
09-03-2019 15:05,09-03-2019 16:00,1,18,52,12.2,5.76,73.26,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan
14-03-2019 21:03,14-03-2019 21:19,1,2.47,12,2.37,0,18.17,yellow,credit card,Midtown Center,Yorkville West,Manhattan,Manhattan
12-03-2019 14:00,12-03-2019 14:06,5,0.85,6,0,0,6.8,yellow,cash,Manhattanville,Morningside Heights,Manhattan,Manhattan
22-03-2019 15:07,22-03-2019 15:15,1,1.2,7.5,0,0,10.8,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan
30-03-2019 20:50,30-03-2019 20:58,1,1,7,2.7,0,13.5,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
24-03-2019 00:13,24-03-2019 00:28,1,2.4,11.5,3.05,0,18.35,yellow,credit card,Clinton East,Greenwich Village South,Manhattan,Manhattan
18-03-2019 06:15,18-03-2019 06:19,3,1.13,5.5,0,0,6.3,yellow,cash,Old Astoria,Queensbridge/Ravenswood,Queens,Queens
12-03-2019 10:20,12-03-2019 10:42,1,2.7,16,3.47,0,22.77,yellow,credit card,Clinton West,Upper East Side North,Manhattan,Manhattan
27-03-2019 16:51,27-03-2019 16:56,1,0.6,5,1.86,0,11.16,yellow,credit card,Central Park,Central Park,Manhattan,Manhattan
29-03-2019 04:17,29-03-2019 04:21,1,0.62,5,0,0,8.8,yellow,cash,Lower East Side,East Village,Manhattan,Manhattan
24-03-2019 18:19,24-03-2019 18:31,2,0.7,8,0,0,11.3,yellow,cash,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
11-03-2019 07:43,11-03-2019 07:58,1,4.1,14.5,4,0,21.8,yellow,credit card,Downtown Brooklyn/MetroTech,Flatiron,Brooklyn,Manhattan
30-03-2019 22:41,30-03-2019 22:45,2,0.8,5,1,0,9.8,yellow,credit card,Little Italy/NoLiTa,East Village,Manhattan,Manhattan
30-03-2019 02:42,30-03-2019 02:49,4,1,7,2.15,0,12.95,yellow,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan
20-03-2019 08:50,20-03-2019 09:07,1,4.83,17,0,0,17.8,yellow,credit card,Two Bridges/Seward Park,Lenox Hill East,Manhattan,Manhattan
14-03-2019 21:20,14-03-2019 21:34,1,2.81,11.5,1.7,0,17,yellow,credit card,Midtown Center,Yorkville West,Manhattan,Manhattan
12-03-2019 07:55,12-03-2019 08:06,1,1.34,8.5,2.36,0,14.16,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
17-03-2019 21:14,17-03-2019 21:20,2,0.98,6,1.96,0,11.76,yellow,credit card,Gramercy,East Village,Manhattan,Manhattan
25-03-2019 15:04,25-03-2019 15:08,0,0.9,5.5,1.25,0,7.55,yellow,credit card,Queensbridge/Ravenswood,Queensbridge/Ravenswood,Queens,Queens
13-03-2019 12:47,13-03-2019 12:50,1,0.94,4.5,1.56,0,9.36,yellow,credit card,Hudson Sq,Meatpacking/West Village West,Manhattan,Manhattan
03-03-2019 09:26,03-03-2019 09:31,1,0.99,5.5,0,0,8.8,yellow,cash,Central Park,Manhattan Valley,Manhattan,Manhattan
22-03-2019 17:53,22-03-2019 18:19,0,3.5,17.5,3,0,24.8,yellow,credit card,Times Sq/Theatre District,TriBeCa/Civic Center,Manhattan,Manhattan
17-03-2019 14:01,17-03-2019 14:16,1,1.42,10.5,0,0,13.8,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
15-03-2019 14:55,15-03-2019 15:01,1,1.2,6,0,0,9.3,yellow,cash,Upper East Side North,Upper West Side North,Manhattan,Manhattan
26-03-2019 06:44,26-03-2019 06:55,2,3.04,11.5,2.96,0,17.76,yellow,credit card,Battery Park City,Penn Station/Madison Sq West,Manhattan,Manhattan
04-03-2019 00:46,04-03-2019 01:28,1,18.98,52,13.82,0,69.12,yellow,credit card,JFK Airport,Upper East Side North,Queens,Manhattan
03-03-2019 13:23,03-03-2019 13:35,1,1.67,10,0,0,13.3,yellow,cash,Central Park,Times Sq/Theatre District,Manhattan,Manhattan
20-03-2019 18:27,20-03-2019 18:38,1,1.92,9,0,0,13.3,yellow,cash,Lenox Hill West,Upper West Side South,Manhattan,Manhattan
23-03-2019 23:17,23-03-2019 23:28,2,2.2,10,1.38,0,15.18,yellow,credit card,Yorkville West,Murray Hill,Manhattan,Manhattan
31-03-2019 20:52,31-03-2019 20:55,0,0.9,4.5,1,0,9.3,yellow,credit card,Hudson Sq,West Village,Manhattan,Manhattan
02-03-2019 17:57,02-03-2019 18:57,1,23.33,52,12.21,5.76,73.27,yellow,credit card,JFK Airport,Lincoln Square West,Queens,Manhattan
26-03-2019 10:05,26-03-2019 10:24,1,2,13,3.25,0,19.55,yellow,credit card,Upper West Side South,Midtown North,Manhattan,Manhattan
29-03-2019 14:26,29-03-2019 14:35,3,1.5,8,0,0,11.3,yellow,cash,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
16-03-2019 13:40,16-03-2019 13:56,2,2.6,12.5,2.65,0,15.95,yellow,credit card,Astoria,Woodside,Queens,Queens
02-03-2019 04:32,02-03-2019 04:41,1,2.6,10,1,0,14.8,yellow,credit card,Murray Hill,Yorkville West,Manhattan,Manhattan
08-03-2019 12:46,08-03-2019 13:14,1,2.9,18,5.3,0,26.6,yellow,credit card,West Chelsea/Hudson Yards,Upper East Side South,Manhattan,Manhattan
12-03-2019 11:48,12-03-2019 11:55,1,0.56,6,1.86,0,11.16,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan
15-03-2019 11:21,15-03-2019 11:42,1,2.48,14.5,3.56,0,21.36,yellow,credit card,Murray Hill,Little Italy/NoLiTa,Manhattan,Manhattan
13-03-2019 21:17,13-03-2019 21:25,2,1.6,8,2.95,0,14.75,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
25-03-2019 18:15,25-03-2019 18:16,2,0.07,2.5,0,0,4.3,yellow,credit card,Williamsbridge/Olinville,Williamsbridge/Olinville,Bronx,Bronx
02-03-2019 11:49,02-03-2019 11:58,2,2.69,10.5,2.76,0,16.56,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan
17-03-2019 22:28,17-03-2019 22:32,1,0.67,5,1.76,0,10.56,yellow,credit card,Midtown South,Garment District,Manhattan,Manhattan
02-03-2019 19:20,02-03-2019 19:21,1,0.1,2.5,0,0,5.8,yellow,,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
28-03-2019 12:09,28-03-2019 12:27,2,2.6,13,3.25,0,19.55,yellow,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan
10-03-2019 14:35,10-03-2019 14:45,1,0.8,7.5,0,0,10.8,yellow,cash,East Chelsea,Flatiron,Manhattan,Manhattan
11-03-2019 20:28,11-03-2019 20:45,2,2.46,13,0,0,16.8,yellow,cash,Garment District,Greenwich Village South,Manhattan,Manhattan
29-03-2019 14:20,29-03-2019 14:36,6,2.72,12.5,3.16,0,18.96,yellow,credit card,Hudson Sq,Murray Hill,Manhattan,Manhattan
13-03-2019 20:16,13-03-2019 20:27,1,1.7,9,1,0,13.8,yellow,credit card,Yorkville East,Upper East Side South,Manhattan,Manhattan
17-03-2019 22:43,17-03-2019 22:57,2,3.5,13,3.36,0,20.16,yellow,credit card,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan
08-03-2019 07:00,08-03-2019 07:07,1,1.2,6.5,1,0,10.8,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
14-03-2019 18:33,14-03-2019 18:40,1,0.91,6,2.58,0,12.88,yellow,credit card,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
01-03-2019 11:58,01-03-2019 12:10,1,0.9,8.5,0,0,11.8,yellow,,Yorkville West,Upper East Side North,Manhattan,Manhattan
10-03-2019 15:01,10-03-2019 15:14,3,2,10.5,0,0,13.8,yellow,cash,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan
24-03-2019 20:29,24-03-2019 20:54,2,7.42,23,6.7,0,33.5,yellow,credit card,East Village,Central Harlem North,Manhattan,Manhattan
27-03-2019 14:09,27-03-2019 14:52,1,5.12,27.5,6.16,0,36.96,yellow,credit card,Upper East Side North,East Village,Manhattan,Manhattan
09-03-2019 03:33,09-03-2019 03:46,1,4.12,15,0.08,0,18.88,yellow,credit card,Lower East Side,Battery Park City,Manhattan,Manhattan
27-03-2019 16:07,27-03-2019 16:27,3,2.46,13.5,4.45,0,22.25,yellow,credit card,Financial District North,East Village,Manhattan,Manhattan
01-03-2019 12:40,01-03-2019 12:55,1,1.78,10.5,2,0,15.8,yellow,credit card,Lincoln Square East,Midtown East,Manhattan,Manhattan
28-03-2019 17:19,28-03-2019 18:38,0,21.1,52,0,5.76,65.56,yellow,cash,Lincoln Square West,JFK Airport,Manhattan,Queens
14-03-2019 07:25,14-03-2019 07:36,1,0.6,8,2.25,0,13.55,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
29-03-2019 21:41,29-03-2019 21:50,1,1,7.5,0,0,11.3,yellow,cash,East Chelsea,Penn Station/Madison Sq West,Manhattan,Manhattan
08-03-2019 16:36,08-03-2019 16:39,6,0.54,4.5,1.26,0,7.56,yellow,credit card,Central Harlem North,Central Harlem,Manhattan,Manhattan
17-03-2019 19:15,17-03-2019 19:24,5,0.78,7,1.03,0,11.33,yellow,credit card,East Chelsea,Penn Station/Madison Sq West,Manhattan,Manhattan
01-03-2019 20:38,01-03-2019 20:48,1,1.43,8,2.36,0,14.16,yellow,credit card,TriBeCa/Civic Center,Chinatown,Manhattan,Manhattan
02-03-2019 18:59,02-03-2019 19:18,2,1.7,13,4.05,0,20.35,yellow,credit card,Greenwich Village North,Midtown South,Manhattan,Manhattan
08-03-2019 23:00,08-03-2019 23:20,1,4.8,18.5,3,0,25.3,yellow,credit card,Yorkville West,Kips Bay,Manhattan,Manhattan
06-03-2019 22:08,06-03-2019 22:21,1,1.6,9.5,1,0,14.3,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
28-03-2019 23:12,28-03-2019 23:17,1,0.88,5.5,1.86,0,11.16,yellow,credit card,Greenwich Village South,Greenwich Village North,Manhattan,Manhattan
01-03-2019 17:23,01-03-2019 17:27,1,0.4,4,0,0,8.3,yellow,cash,Lenox Hill East,Yorkville East,Manhattan,Manhattan
16-03-2019 01:34,16-03-2019 01:49,1,4.35,15,3.76,0,22.56,yellow,credit card,Hudson Sq,Upper West Side South,Manhattan,Manhattan
29-03-2019 21:44,29-03-2019 22:02,2,4.7,16.5,5.08,0,25.38,yellow,credit card,East Chelsea,Yorkville East,Manhattan,Manhattan
18-03-2019 16:14,18-03-2019 16:20,2,1.27,6.5,1,0,11.8,yellow,credit card,Murray Hill,East Village,Manhattan,Manhattan
17-03-2019 02:37,17-03-2019 02:40,2,0.8,5,1.75,0,10.55,yellow,credit card,East Village,Union Sq,Manhattan,Manhattan
04-03-2019 15:57,04-03-2019 16:11,2,1.96,10.5,2.96,0,17.76,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
20-03-2019 10:25,20-03-2019 11:02,1,4.2,23,5.25,0,31.55,yellow,credit card,Hudson Sq,Upper East Side South,Manhattan,Manhattan
03-03-2019 19:35,03-03-2019 19:49,1,2.53,11.5,0,0,14.8,yellow,cash,Central Park,Midtown South,Manhattan,Manhattan
21-03-2019 21:07,21-03-2019 21:14,2,1,6.5,3.05,0,13.35,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
14-03-2019 19:34,14-03-2019 19:47,1,1.61,10,1.43,0,15.73,yellow,credit card,Times Sq/Theatre District,Upper East Side South,Manhattan,Manhattan
01-03-2019 08:50,01-03-2019 08:59,1,0.62,6.5,0,0,9.8,yellow,cash,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
22-03-2019 10:18,22-03-2019 11:06,1,11.24,39,9.61,5.76,57.67,yellow,credit card,LaGuardia Airport,Times Sq/Theatre District,Queens,Manhattan
09-03-2019 18:50,09-03-2019 19:02,1,1.24,9,2.46,0,14.76,yellow,credit card,Gramercy,Penn Station/Madison Sq West,Manhattan,Manhattan
06-03-2019 21:25,06-03-2019 21:31,1,1.5,7,0,0,10.8,yellow,cash,Clinton East,Upper West Side South,Manhattan,Manhattan
06-03-2019 20:13,06-03-2019 20:27,1,1.9,10.5,2.85,0,17.15,yellow,credit card,Greenwich Village North,East Chelsea,Manhattan,Manhattan
20-03-2019 23:10,20-03-2019 23:19,1,2.1,8.5,0,0,12.3,yellow,cash,Greenwich Village South,Financial District South,Manhattan,Manhattan
12-03-2019 15:56,12-03-2019 16:14,1,0.77,11.5,0,0,14.8,yellow,cash,Midtown North,Midtown East,Manhattan,Manhattan
31-03-2019 00:04,31-03-2019 00:22,3,2.9,14,3.55,0,21.35,yellow,credit card,Midtown East,West Chelsea/Hudson Yards,Manhattan,Manhattan
19-03-2019 15:47,19-03-2019 15:52,1,0.66,5,0,0,5.8,yellow,cash,Washington Heights South,Hamilton Heights,Manhattan,Manhattan
